Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Soroush, H., Gao, H., Qutob, H., Neil, B., Mahli, Z., Abalioglu, I.","55929897000; 37016980700; 24831063300; 54954941000; 54953375400; 49961006400","Geomechanical study for UBD feasibility in the Northern Iraq Fields",2011,"Proceedings of the SPE/IADC Middle East Drilling Technology Conference and Exhibition",,"",,140,147,,1,10.2118/146386-ms,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860199152&partnerID=40&md5=adfcd999bf070ae00b80acde025cf253",Conference Paper,Final,,Scopus,2-s2.0-84860199152
"Miller, K.H., Leake, L.","36059838100; 56763949000","Using courseware for more than courses: You may already hold the lease on a versatile virtual meeting space",2011,"Proceedings of the European Conference on Games-based Learning",1,"",,485,491,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938561896&partnerID=40&md5=0d2ab93e97cca0d86fc3b5db0c960156",Conference Paper,Final,,Scopus,2-s2.0-84938561896
"Xin, B., Eugster, P., Zhang, X., Yang, J.","36801419600; 16303930200; 35489738100; 36700890100","Lightweight task graph inference for distributed applications",2010,"Proceedings of the IEEE Symposium on Reliable Distributed Systems",,"", 5623382,100,110,,3,10.1109/SRDS.2010.20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650545364&partnerID=40&md5=9d89fd3feaf0395d0a20972a1cfbfffe",Conference Paper,Final,,Scopus,2-s2.0-78650545364
"Shen, X., Cheng, Y., Jayprakash, G., Xu, W.","55450855800; 55619291418; 36774676100; 57223769097","Multivariate analysis of related risk factors of postoperative complications of laparoscopy-assisted surgery for colorectal cancer",2010,"Chinese Journal of Clinical Oncology",37,"23",,1354,1357,,,10.3969/j.issn.1000-8179.2010.23.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651396333&partnerID=40&md5=ea6667c8ae1388e5fb2c36754f6382ff",Article,Final,,Scopus,2-s2.0-78651396333
"Han, X., Shi, Z., Niu, W., Chen, K., Yang, X.","35177531700; 55801581400; 25028470300; 56160326700; 55220707300","Similarity-based Bayesian learning from semi-structured log files for fault diagnosis of Web services",2010,"Proceedings - 2010 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2010",1,"", 5616413,589,596,,12,10.1109/WI-IAT.2010.51,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649839860&partnerID=40&md5=db394fdac8f749424f63ed9f67c5bade",Conference Paper,Final,,Scopus,2-s2.0-78649839860
[No author name available],[No author name available],"Rocket science",2010,"Engineering",251,"4",,28,29,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649609555&partnerID=40&md5=fb31e3a21bad73a000fe88638bdd601b",Article,Final,,Scopus,2-s2.0-78649609555
"Chuah, E., Kuo, S.-H., Hiew, P., Tjhi, W.-C., Lee, G., Hammond, J., Michalewicz, M.T., Hung, T., Browne, J.C.","25421057400; 23567113500; 37039243000; 9432875000; 35388812600; 36458406200; 6603877783; 8930473700; 7202828508","Diagnosing the root-causes of failures from cluster log files",2010,"17th International Conference on High Performance Computing, HiPC 2010",,"", 5713159,,,,26,10.1109/HIPC.2010.5713159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952790201&partnerID=40&md5=3948f378c577dc433b79fd9782f16456",Conference Paper,Final,,Scopus,2-s2.0-79952790201
"Moin, A.H., Khansari, M.","55547837200; 36613129200","Bug localization using revision log analysis and open bug repository text categorization",2010,"IFIP Advances in Information and Communication Technology",319 AICT,"",,188,199,,5,10.1007/978-3-642-13244-5_15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84858326327&partnerID=40&md5=6ce44b9f38fb97202f9b72c0a2178b2d",Conference Paper,Final,Open Access,Scopus,2-s2.0-84858326327
"Hu, D.J., Van Der Maaten, L., Cho, Y., Saul, L.K., Lerner, S.","24777966100; 23092276000; 55703148800; 7005701303; 23134870200","Latent variable models for predicting file dependencies in large-scale software development",2010,"Advances in Neural Information Processing Systems 23: 24th Annual Conference on Neural Information Processing Systems 2010, NIPS 2010",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860621061&partnerID=40&md5=31404f4f2071b945023fc7e21ead21a1",Conference Paper,Final,,Scopus,2-s2.0-84860621061
"Yasin, M., Wahla, M.A., Kausar, F.","37098337400; 35114148900; 23397158300","Analysis of Free Download Manager for forensic artefacts",2010,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering",31 LNICST,"",,59,68,,4,10.1007/978-3-642-11534-9_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865969677&partnerID=40&md5=e7322b525aa473e95762ea4d90293463",Conference Paper,Final,,Scopus,2-s2.0-84865969677
"Voevodin, V.","57111878800","Logging actions of operators in the IHEP U-70 accelerator complex control system",2010,"RuPAC 2010 Contributions to the Proceedings - 22nd Russian Particle Accelerator Conference",,"",,248,250,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890087372&partnerID=40&md5=96dfb61b5f7c5474e95746300383bed3",Conference Paper,Final,,Scopus,2-s2.0-84890087372
"Banerjee, S., Srikanth, H., Cukic, B.","36995884500; 7004576718; 6603905626","Log-based reliability analysis of Software as a Service (SaaS)",2010,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",,"", 5635046,239,248,,35,10.1109/ISSRE.2010.46,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952013093&partnerID=40&md5=2576d6edbb33290805a5a3b4241aa503",Conference Paper,Final,,Scopus,2-s2.0-79952013093
"Unluturk, M.S., Kurtel, K.","6508114835; 37107875500","A software method for managing event logs to improve quality and dependability of business processes",2010,"International Conference on Computers - Proceedings",1,"",,89,94,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79958722355&partnerID=40&md5=1310c3529e0af0217703eb7d69665f70",Conference Paper,Final,,Scopus,2-s2.0-79958722355
"Scheuner, B., Faessler, L.","37162186300; 57193798684","Log-file evaluation of a problem based e-learning unit on visual literacy",2010,"Proceedings of the IADIS International Conference e-Learning 2010, Part of the IADIS Multi Conference on Computer Science and Information Systems 2010, MCCSIS 2010",2,"",,171,176,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955162618&partnerID=40&md5=3fab8eb17aa9b5a37920aa4fdaab0f0f",Conference Paper,Final,,Scopus,2-s2.0-79955162618
"Miles, S.","7102787819","Automatically adapting source code to document provenance",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",6378 LNCS,"",,102,110,,4,10.1007/978-3-642-17819-1_13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651085687&partnerID=40&md5=3aa63827de5893d0dc69ddf2f1a0c0de",Conference Paper,Final,Open Access,Scopus,2-s2.0-78651085687
"Holzhauer, B., Peinado, O.L.","55808646900; 55808747700","Saving cost with the right software design for long term operations",2010,"SpaceOps 2010 Conference",,"",,,,,,10.2514/6.2010-2081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880944171&partnerID=40&md5=dab2d78cac749891efc479f8ff95fdd8",Conference Paper,Final,,Scopus,2-s2.0-84880944171
"Zhu, P., Huang, B.-Q., Xue, X., Wu, C., Wu, Y.","36931813500; 7403682154; 14057314400; 7501667569; 56093273800","Healthcare service process modeling using process mining techniques",2010,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",16,"12",,2749,2756,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79551652005&partnerID=40&md5=d4eb8987d65ad6e24b96fcca6289105b",Article,Final,,Scopus,2-s2.0-79551652005
"Fu, C., Yang, F., Wu, S., Zhu, S.","53984061800; 56587177600; 55821649500; 14038557100","Research of personalized recommendation system based on client interest model in the smart mobile phone",2010,"ICCSE 2010 - 5th International Conference on Computer Science and Education, Final Program and Book of Abstracts",,"", 5593609,371,374,,1,10.1109/ICCSE.2010.5593609,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649394484&partnerID=40&md5=8e336b9085f4bf26ea954f632fa2e9a5",Conference Paper,Final,,Scopus,2-s2.0-78649394484
"Andreica, A.B., Stuparu, D., Miu, C.","15925120300; 15926405800; 36537636900","Design techniques in processing hierarchical structures at database level",2010,"Proceedings of the IADIS International Conference Information Systems 2010",,"",,483,488,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860742072&partnerID=40&md5=eebce228924fb72b41061f1a22f93002",Conference Paper,Final,,Scopus,2-s2.0-84860742072
[No author name available],[No author name available],"Proceedings of the 6th International Conference on Collaborative Computing: Networking, Applications and Worksharing, CollaborateCom 2010",2010,"Proceedings of the 6th International Conference on Collaborative Computing: Networking, Applications and Worksharing, CollaborateCom 2010",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957813137&partnerID=40&md5=fea2e868e68e11e1a2d550816a432d72",Conference Review,Final,,Scopus,2-s2.0-79957813137
"Mokhov, S.A.","24338925500","Forensics modeling for vehicle crash investigations reconstruction simulation",2010,"Proceedings of the 2009 Huntsville Simulation Conference, HSC 2009",,"",,334,341,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875645368&partnerID=40&md5=ea854fb1b521cc3c72201efc50f87053",Conference Paper,Final,,Scopus,2-s2.0-84875645368
"Van Der Aalst, W.M.P., Adams, M., Ter Hofstede, A.H.M., Russell, N.","7007153024; 15135191400; 7004086310; 8836194100","Introduction",2010,"Modern Business Process Automation: YAWL and its Support Environment",,"",,3,19,,1,10.1007/978-3-642-03121-2_1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892237335&partnerID=40&md5=196b31d382841f6e7743847d7d58caa1",Editorial,Final,,Scopus,2-s2.0-84892237335
"Qiu, T., Ge, Z., Pei, D., Wang, J., Xu, J.","13605780000; 14019371000; 7102806576; 56323985400; 56468210700","What happened in my network? Mining network events from router syslogs",2010,"Proceedings of the ACM SIGCOMM Internet Measurement Conference, IMC",,"",,472,484,,51,10.1145/1879141.1879202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650907492&partnerID=40&md5=c946638d1f26c068d6ff70c88bb3d641",Conference Paper,Final,,Scopus,2-s2.0-78650907492
"Amirkhan, A., Vahdat, D., Cherkari, N.M.","39861134800; 36562546000; 39861085300","IPT framework: A technical &amp; administrative approach for IP packets traceback and identifying cyber criminals",2010,"International Conference on Computers - Proceedings",1,"",,281,287,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79958760248&partnerID=40&md5=3ec68c6046794deea254be01159a9727",Conference Paper,Final,,Scopus,2-s2.0-79958760248
"Ma, Y., Chen, Q.","36802211700; 36801198100","Fast Delaunay triangulation and Voronoi diagram generation on the sphere",2010,"Proceedings - 2010 2nd WRI World Congress on Software Engineering, WCSE 2010",1,"", 5718291,187,190,,6,10.1109/WCSE.2010.136,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952957068&partnerID=40&md5=f547a0f5824c4f4980a012ece44c7054",Conference Paper,Final,,Scopus,2-s2.0-79952957068
"Bachmann, A., Bird, C., Rahman, F., Devanbu, P., Bernstein, A.","57197597904; 17433640400; 36133601100; 35583833100; 57212626682","The missing links: Bugs and bug-fix commits",2010,"Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering",,"",,97,106,,136,10.1145/1882291.1882308,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751507955&partnerID=40&md5=7ecdcd71233c09e12ceb8a76c3ddbe52",Conference Paper,Final,,Scopus,2-s2.0-78751507955
"Fujiyama, K., Suzuki, H., Tsuboi, T.","57217607894; 57212803292; 54793593700","Risk analysis of failure under combined damage modes of steam turbine components",2010,"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",11,"",,295,302,,,10.1115/IMECE2010-38457,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881447530&partnerID=40&md5=379deb197b8ff31b24f81c06306f97af",Conference Paper,Final,,Scopus,2-s2.0-84881447530
"Loew, L.M., Schaff, J.C., Slepchenko, B.M., Moraru, I.I.","35593348600; 7006978283; 6701452537; 7005856531","The Virtual Cell Project",2010,"Systems Biomedicine",,"",,273,288,,4,10.1016/B978-0-12-372550-9.00011-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84882888168&partnerID=40&md5=34db3510776828916e5dc782e4d0d96c",Book Chapter,Final,,Scopus,2-s2.0-84882888168
"Barrett, S., Cassanelli, J.P., Manescu, G., Vasquez, G., Growcock, F.","22733746100; 6504699045; 37041436300; 56234601800; 7003490322","Wellbore strengthening - Where field application meets theory",2010,"SPE Latin American and Caribbean Petroleum Engineering Conference Proceedings",2,"",,1082,1093,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952823505&partnerID=40&md5=cf46b9bb610af408d0910f8a49f36d4a",Conference Paper,Final,,Scopus,2-s2.0-79952823505
"Baranovic, N., Cernicki Mijic, A., Bujak, J.","55662478100; 55662755700; 56688391800","Implementation of security management system in period of SCADA/AGC/EMS refurbishment in Croatian TSO",2010,"43rd International Conference on Large High Voltage Electric Systems 2010, CIGRE 2010",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876751503&partnerID=40&md5=2a463fd2c1b07f08114da87962f25948",Conference Paper,Final,,Scopus,2-s2.0-84876751503
"Barkai, A., Henninger, H.","7006056123; 36876185000","The introduction of elog technology to the fishing industry, a case study: Ground fish sector project",2010,"MTS/IEEE Seattle, OCEANS 2010",,"", 5663993,,,,,10.1109/OCEANS.2010.5663993,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651304248&partnerID=40&md5=2aec2bb582436603934d220fcc466412",Conference Paper,Final,,Scopus,2-s2.0-78651304248
"Thompson, S.","57212595386","IEC 61850, tools and cyber-security. A perfect mix or a recipe for disaster?",2010,"43rd International Conference on Large High Voltage Electric Systems 2010, CIGRE 2010",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876780360&partnerID=40&md5=a6a168ba757468dc0564f43fd2e7533d",Conference Paper,Final,,Scopus,2-s2.0-84876780360
"Jenkyns, R.","55952266500","NEPTUNE Canada: Data integrity from the seafloor to your (virtual) door",2010,"MTS/IEEE Seattle, OCEANS 2010",,"", 5664290,,,,6,10.1109/OCEANS.2010.5664290,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78651338028&partnerID=40&md5=c5e61b54324bb2a6db4c0e637eba3628",Conference Paper,Final,,Scopus,2-s2.0-78651338028
"Jeon, M., Hwang, J., Kim, Y., Jang, J.-W., Lee, J., Seo, E.","55696387500; 36175963400; 57197842601; 55449369300; 7601485433; 14056969000","Measurement, modeling, and analysis of a large-scale blog sever workload",2010,"Proceedings - SocialCom 2010: 2nd IEEE International Conference on Social Computing, PASSAT 2010: 2nd IEEE International Conference on Privacy, Security, Risk and Trust",,"", 5591340,558,563,,1,10.1109/SocialCom.2010.88,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649308018&partnerID=40&md5=8cfd0270b6513c9667d80b01ab871ce4",Conference Paper,Final,,Scopus,2-s2.0-78649308018
"Kawamoto, M., Itoh, T.","36630410100; 35373203100","A visualization technique for access patterns and link structures of web sites",2010,"Proceedings of the International Conference on Information Visualisation",,"", 5571381,11,16,,5,10.1109/IV.2010.11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78449274210&partnerID=40&md5=924a4c4853b22972dd18bc3a8533d9ea",Conference Paper,Final,,Scopus,2-s2.0-78449274210
"Xu, L., Zhang, W., Chen, L.","57188583559; 55706460700; 36615002900","Modeling users' visiting behaviors for Web load testing by Continuous Time Markov Chain",2010,"Proc. - 7th Web Information Systems and Applications Conference, WISA 2010, Workshop on Semantic Web and Ontology, SWON 2010, Workshop on Electronic Government Technology and Application, EGTA 2010",,"", 5581372,59,64,,6,10.1109/WISA.2010.47,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149258830&partnerID=40&md5=46a5003671b3f8d1c33e9824113920c2",Conference Paper,Final,,Scopus,2-s2.0-78149258830
"Jiang, M., Ding, Z., Ge, Q.","35100541600; 23990419300; 7101922194","Behavior checking of web applications after testing",2010,"ICEIE 2010 - 2010 International Conference on Electronics and Information Engineering, Proceedings",2,"", 5559739,V2163,V2167,,,10.1109/ICEIE.2010.5559739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049328635&partnerID=40&md5=3bce379714980e31fe421c941cccf36e",Conference Paper,Final,,Scopus,2-s2.0-78049328635
"Barringer, H., Groce, A., Havelund, K., Smith, M.","6701374126; 57204255530; 6603400981; 57198459745","Formal analysis of log files",2010,"Journal of Aerospace Computing, Information and Communication",7,"11",,365,390,,63,10.2514/1.49356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650245906&partnerID=40&md5=ddb69ac9cf49d6f04016d5a87b4f7d55",Article,Final,,Scopus,2-s2.0-78650245906
"Ando, R., Kadobayashi, Y., Shinoda, Y.","23395897100; 6602234225; 8943460200","Blink: Large-scale P2P network monitoring and visualization system using VM introspection",2010,"Proceeding - 6th International Conference on Networked Computing and Advanced Information Management, NCM 2010",,"", 5572049,351,358,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958597215&partnerID=40&md5=0c15070bfed8e1fa6f838585ff6ca776",Conference Paper,Final,,Scopus,2-s2.0-77958597215
"Lee, C.S., Bae, J.H., Jeon, I.H., Byeon, S.H., Koh, H.J., Lee, S.C.","55675223797; 57217467689; 55090553400; 26026235400; 7202300964; 7601397264","Melanocytoma of the optic disk in the Korean population",2010,"Retina",30,"10",,1714,1720,,12,10.1097/IAE.0b013e3181dd0bd3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650178351&partnerID=40&md5=05e801f3f7a1529dcdab785e7491bc71",Article,Final,,Scopus,2-s2.0-78650178351
"Strauss, G., Aries, F., Abri, O., Dietz, A., Meixensberger, J., Lüth, T.","55657155900; 37078838800; 54582116800; 55245710100; 7006449078; 6701371402","Conception, realization and analysis of a modern operating theatre workplace for ENT surgery | Konzeption, Realisierung und Analyse einer neuartigen OP-Konzeption für die HNO-Chirurgie",2010,"HNO",58,"11",,1074,1084,,8,10.1007/s00106-010-2194-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149470168&partnerID=40&md5=7bdc6de12008d5af19fc884e932b46f9",Article,Final,,Scopus,2-s2.0-78149470168
"Crismond, D., Hynes, M., Danahy, E.","7801377199; 23094267200; 9038628400","The Design Compass: A computer tool for scaffolding students' metacognition and discussions about their engineering design process",2010,"AAAI Spring Symposium - Technical Report",SS-10-03,"",,50,51,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957952843&partnerID=40&md5=8303d6ef46b2c67a1c123c9a828a8b1f",Conference Paper,Final,,Scopus,2-s2.0-77957952843
"Mazzola, L., Mazza, R.","23985726200; 56900882300","An infrastructure for creating graphical indicators of the learner profile by mashing up different sources",2010,"Proceedings of the Workshop on Advanced Visual Interfaces AVI",,"",,329,332,,1,10.1145/1842993.1843054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957935608&partnerID=40&md5=523e46291df440970cd02d052ad72524",Conference Paper,Final,,Scopus,2-s2.0-77957935608
"Andreica, A., Stuparu, D., Miu, C.","15925120300; 15926405800; 36537636900","Study on processing hierarchical structures in relational databases within a distributed application",2010,"Proceedings - 9th RoEduNet IEEE International Conference, RoEduNet 2010",,"", 5541576,187,191,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957608966&partnerID=40&md5=55b0f0672d1aa13c258456a9de17d06a",Conference Paper,Final,,Scopus,2-s2.0-77957608966
"Musaraj, K., Yoshida, T., Daniel, F., Hacid, M.-S., Casati, F., Benatallah, B.","36519458000; 55700614800; 8987012400; 8524757200; 7004226469; 6701493053","Message correlation and web service protocol mining from inaccurate logs",2010,"ICWS 2010 - 2010 IEEE 8th International Conference on Web Services",,"", 5552821,259,266,,15,10.1109/ICWS.2010.104,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957267188&partnerID=40&md5=5c76bd7777591f013b2cfc5feff83afa",Conference Paper,Final,,Scopus,2-s2.0-77957267188
"Fokum, D.T., Frost, V.S., Kuehnhausen, M., Depardo, D., Oguna, A.N., Searl, L.S., Komp, E., Zeets, M., Deavours, D.D., Evans, J.B., Minden, G.J.","16174862200; 7006052983; 35119238500; 16315723900; 35119581400; 16317595700; 6602585701; 35119656700; 6603148448; 7407664997; 35262726600","An open-system transportation security sensor network: Field-trial experiences",2010,"IEEE Transactions on Vehicular Technology",59,"8", 5518450,3942,3955,,4,10.1109/TVT.2010.2060504,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77958087827&partnerID=40&md5=86aa2d031e8295f268b632af03769d36",Article,Final,,Scopus,2-s2.0-77958087827
"Ambrozy, C., Kolar, N.A., Rattay, F.","36808902200; 36925130600; 7004210411","Design and development of an automatic data acquisition system for a balance study using a smartcard system",2010,"Journal of Medical Engineering and Technology",34,"7-8",,373,376,,,10.3109/03091902.2010.497891,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751498861&partnerID=40&md5=3f54d971486156b316ba31cf9b8ba7cb",Article,Final,,Scopus,2-s2.0-78751498861
"Zhang, Y.-M., Sheng, Q., Zhu, Z.-Q., Zhang, Z.-R.","57196198292; 7004531388; 23394394700; 25624159100","Influence of depth attenuation on seismic response of large underground cavern group",2010,"Yantu Lixue/Rock and Soil Mechanics",31,"10",,3197,3202+3208,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149482623&partnerID=40&md5=ec79300a8a329a4ab41949e696e308fc",Article,Final,,Scopus,2-s2.0-78149482623
"Vogel, D., Balakrishnan, R.","8435582600; 7006221860","Direct pen interaction with a conventional graphical user interface",2010,"Human-Computer Interaction",25,"4",,324,388,,20,10.1080/07370024.2010.499839,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78650356241&partnerID=40&md5=a6897642f47c8794c18f33187294da67",Article,Final,,Scopus,2-s2.0-78650356241
"Cinque, M., Cotroneo, D., Natella, R., Pecchia, A.","13604705600; 6603263234; 35325350600; 35191020000","Assessing and improving the effectiveness of logs for the analysis of software faults",2010,"Proceedings of the International Conference on Dependable Systems and Networks",,"", 5544279,457,466,,20,10.1109/DSN.2010.5544279,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956605580&partnerID=40&md5=054ab23fc4a2a0533da646496aa4929e",Conference Paper,Final,,Scopus,2-s2.0-77956605580
"Xu, W., Huang, L., Fox, A., Patterson, D., Jordan, M.I.","35225385100; 37099484100; 35571093800; 7401930147; 57209168184","Detecting large-scale system problems by mining console logs",2010,"ICML 2010 - Proceedings, 27th International Conference on Machine Learning",,"",,37,44,,32,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956513188&partnerID=40&md5=f933498ff0de2c1f2a0538c2b8c77706",Conference Paper,Final,,Scopus,2-s2.0-77956513188
"Avarias, J.A., López, J.S., Maureira, C., Sommer, H., Chiozzi, G.","36479789300; 57199936334; 36451893100; 56366488700; 56040864400","Introducing high performance distributed logging service for ACS",2010,"Proceedings of SPIE - The International Society for Optical Engineering",7740,"PART 1", 77403G,,,,3,10.1117/12.857289,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956143989&partnerID=40&md5=cc0f421c44455cae709be18a3ee24b5f",Conference Paper,Final,,Scopus,2-s2.0-77956143989
"Gibson, J.D., Trebisky, T., Schaller, S., Porter, D.","57198267005; 6505775820; 7005276884; 26658698300","A software framework for telemetry and data logging, MMT Observatory, Arizona, USA",2010,"Proceedings of SPIE - The International Society for Optical Engineering",7740,"PART 1", 77403M,,,,1,10.1117/12.856595,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956149528&partnerID=40&md5=fda9cac88ef020d503f9cd63d54c40c5",Conference Paper,Final,,Scopus,2-s2.0-77956149528
"Milligan, M., Ade, P., Aubin, F., Baccigalupi, C., Bao, C., Borrill, J., Cantalupo, C., Chapman, D., Didier, J., Dobbs, M., Grainger, W., Hanany, S., Hillbrand, S., Hubmayr, J., Hyland, P., Jaffe, A., Johnson, B., Kisner, T., Klein, J., Korotkov, A., Leach, S., Lee, A., Levinson, L., Limon, M., MacDermid, K., Matsumura, T., Miller, A., Pascale, E., Polsgrove, D., Ponthieu, N., Raach, K., Reichborn-Kjennerud, B., Sagiv, I., Tran, H., Tucker, G.S., Vinokurov, Y., Yadav, A., Zaldarriaga, M., Zilic, K.","7004863303; 7006368713; 24832743100; 57220414927; 36452056000; 35748580800; 6701873230; 36452143600; 36452110300; 56034660600; 6602093668; 6603664120; 36451955900; 8654532300; 15071123600; 35415116200; 56390653900; 6506052811; 7404604546; 55398749600; 25723473600; 35310906100; 56967754100; 57194133671; 24833435100; 57200579059; 36638084000; 7004264570; 24833431100; 6505757966; 36452350300; 24833275000; 24833186000; 7202596577; 7202603773; 6506993959; 12753598300; 7004526215; 24833704800","Software systems for operation, control, and monitoring of the EBEX instrument",2010,"Proceedings of SPIE - The International Society for Optical Engineering",7740,"PART 1", 774007,,,,6,10.1117/12.857583,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956161339&partnerID=40&md5=6fadfa3a8c93628b349ca782e9c47100",Conference Paper,Final,,Scopus,2-s2.0-77956161339
"Tang, G., Mayes, M.A., Parker, J.C., Jardine, P.M.","36189090000; 35587281800; 57213802164; 7005464843","CXTFIT/Excel-A modular adaptable code for parameter estimation, sensitivity analysis and uncertainty analysis for laboratory or field tracer experiments",2010,"Computers and Geosciences",36,"9",,1200,1209,,43,10.1016/j.cageo.2010.01.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955921676&partnerID=40&md5=50f430a62ee580df049bd295f7152bf1",Article,Final,,Scopus,2-s2.0-77955921676
"De Carvalho, R.C., De Oliveira, G.B., Barros, T.A.C.T.","36463257200; 57197065347; 57196516611","A set of software tools and methodology for model driven live test data processing, visualization and logging",2010,"40th Annual International Symposium of the Society of Flight Test Engineers 2009",,"",,227,250,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955785245&partnerID=40&md5=4ba98d12e9a4996eb3021c7db9ef21a0",Conference Paper,Final,,Scopus,2-s2.0-77955785245
"Liu, Y., Liu, Y.","37002881800; 35109320300","A monitoring system design program based on B/S mode",2010,"2010 International Conference on Intelligent Computation Technology and Automation, ICICTA 2010",1,"", 5523500,184,187,,3,10.1109/ICICTA.2010.106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955835303&partnerID=40&md5=69f8e87eaa08a38f8c600b93708e9a26",Conference Paper,Final,,Scopus,2-s2.0-77955835303
"Wu, X., Sun, J.","56512682800; 55716286100","The study on an intelligent general-purpose automated software testing suite",2010,"2010 International Conference on Intelligent Computation Technology and Automation, ICICTA 2010",3,"", 5523591,993,996,,6,10.1109/ICICTA.2010.115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955733859&partnerID=40&md5=f437887f717ca6f0873e4a0bf38d3bcc",Conference Paper,Final,,Scopus,2-s2.0-77955733859
"Pissarenko, D., Reshetova, G., Tcheverda, V.","15136741400; 22836340600; 12789230300","3D finite-difference synthetic acoustic log in cylindrical coordinates",2010,"Journal of Computational and Applied Mathematics",234,"6",,1766,1772,,3,10.1016/j.cam.2009.08.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955230353&partnerID=40&md5=9bc375b47dd5d0a108424930e0122598",Conference Paper,Final,Open Access,Scopus,2-s2.0-77955230353
